"Draft","Seat","Colors","Archetype","Themes","Creatures","Noncreatures","Lands","Avg MV","Mainboard","Sideboard"
"29","3","Black/Green","BG Graveyard","Spells","9","14","17","3.04","Prismatic Vista, Reclamation Sage, Shefet Archfiend, Fabled Passage, Dance of the Dead, Fatal Push, Cut Down, Iron-Shield Elf, Sheoldred's Edict, Victimize, Wall of Roots, Rise of the Witch-king, Priest of the Blood Rite, Joo Dee, One of Many, Triarch Praetorian, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Drown in Sorrow, Resentful Revelation, Bitter Triumph, Forest, Forest, Forest, Ominous Cemetery, Malevolent Rumble, Life // Death, Unburial Rites, Faerie Dreamthief, Spider Spawning, Huskburster Swarm, Silent Clearing, Dismember","Heartfire Immolator, Wayfarer's Bauble, Shroudstomper, Imperious Perfect, Kitchen Finks, Mishra's Bauble, Overwhelming Encounter, Shattered Landscape, Mouth of the Storm, Dragon Sniper, Thran Dynamo, Mandibular Kite, Archive Dragon, Mask of Memory, Elite Interceptor, Rise of the Ants, Spawning Pit, Hero of the Dunes"
"29","4","Red","R Burn","Humans","15","8","17","2.70","Amethyst Dragon, Dragon's Rage Channeler, Oliphaunt, Noise Marine, Thermo-Alchemist, Opera Love Song, Rift Bolt, Scrapwork Mutt, Sontaran General, Flametongue Yearling, Chain Lightning, Greasewrench Goblin, Samurai's Katana, Geological Appraiser, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Burst Lightning, Electrostatic Infantry, Judith, the Scourge Diva, Rabbit Battery, Coastline Marauders, Brimstone Volley, Arc Trail, Sulfurous Springs, Brazen Collector, Abrade","Skoa, Embermage, Agonizing Remorse, Thought-Stalker Warlock, Blood Artist, Spectral Procession, Prismari Campus, Rally the Peasants, Inspiring Vantage, Razorkin Hordecaller, Basalt Monolith, Shriekmaw, Ravenous Chupacabra, Heirloom Blade, Night's Whisper, Sawblade Skinripper, Practiced Scrollsmith, Raven's Crime, Animate Dead, Accursed Marauder, Thopter Squadron, Vampire Nighthawk"
"29","5","Black/Blue","BU Tempo","Spells","8","15","17","3.52","Drix Interception, Chart a Course, Brainstorm, Rise from the Tides, Inquisition of Kozilek, Waker of Waves, Eddymurk Crab, Confounding Riddle, Swamp, Swamp, Swamp, Swamp, Psychic Spiral, Hieroglyphic Illumination, Lórien Revealed, Wreckage Wickerfolk, Serum Visionary, Reanimate, Codecracker Hound, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Fallaji Archaeologist, Arms of Hadar, Mirrorshell Crab, Live or Die, Kasmina, Enigmatic Mentor, Deep-Cavern Bat, Collector's Vault, Exhume, Watery Grave","Everflowing Chalice, Circuit Mender, Kavaron Harrier, Elixir of Immortality, Charging Monstrosaur, Eldrazi Ravager, Seething Landscape, Bountiful Landscape, Blood Crypt, Night Clubber, Repulsive Mutation, Arabella, Abandoned Doll, Pestermite, Sandstone Oracle, Momo, Playful Pet, The Cave of Two Lovers, Sharae of Numbing Depths, Lluwen, Exchange Student, Perilous Landscape, Pierce Strider, Hearth Elemental"
"29","6","Blue/White","UW Control","Humans, Creatures","16","7","17","3.13","Talisman of Progress, Plumecreed Escort, Aerie Auxiliary, Phantom Interference, Grey Knight Paragon, Stock Up, Mulldrifter, Irrigated Farmland, Essence Reliquary, Wall of Omens, Daze, Whirler Rogue, Cynette, Jelly Drover, Soulherder, Shuri, Vibranium Technologist, Flickerwisp, Island, Island, Island, Island, Island, Eldrazi Skyspawner, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Thraben Inspector, Fiend Hunter, Githzerai Monk, Inspiring Overseer, Emergency Eject, All-Fates Stalker, Hallowed Fountain, Cast Out","Oketra's Monument, Splash Lasher, Talisman of Creativity, Lita, Little Orphan Amphibian, Prava of the Steel Legion, Iraxxa, Empress of Mars, Studious First-Year, Graceful Restoration, Tolls of War, Surgical Suite // Hospital Room, The Last Ronin's Technique, Godless Shrine, Trostani's Summoner, Air Nomad Legacy, Charging Strifeknight, At Knifepoint, Meteor Golem, Slickshot Lockpicker, Ghor-Clan Rampager, City of Brass"
"29","7","Black/Red","BR Aristocrats","Enchantments","14","9","17","2.52","A.I.M. Synthoids, Steam Vents, Brawn, Amadeus Cho, Killmonger, Scourge of Wakanda, Morbid Opportunist, Lightning Bolt, Lord Skitter's Butcher, Mayhem Devil, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Sourbread Auntie, Curse of Disturbance, Marionette Apprentice, Rally at the Hornburg, Iroh's Demonstration, Fell, Reassembling Skeleton, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Flametongue Kavu, Forest, Twinshot Sniper, Grafted Wargear, Bastion of Remembrance, Voldaren Epicure, Lampad of Death's Vigil, Goblin Bombardment, Weaponize the Monsters, Yahenni, Undying Partisan","Dewdrop Cure, Choco-Comet, Rimrock Knight, Treasure Keeper, Irreverent Gremlin, Heartfire Hero, Ashnod's Altar, Kumano Faces Kakkazan, Ash Barrens, Young Pyromancer, Monstrous Rage, Mage's Attendant, Rite of the Raging Storm, Goblin Banneret, Goblin Trenches, Heroic Reinforcements, Fire Magic, Mind Stone, Faller's Faithful, Shrine of Burning Rage, Pinnacle Monk"
"29","8","Green/Blue","GU Ramp","Enchantments, Elves","15","8","17","3.57","Utopia Sprawl, Breeding Pool, Elves of Deep Shadow, Beanstalk Giant, Glacier Godmaw, Aftermath Analyst, Llanowar Elves, Blossom Prancer, The Aesir Escape Valhalla, Wild Growth, Eden, Seat of the Sanctum, Colossal Skyturtle, Stormkeld Vanguard, Talisman of Curiosity, Spinewoods Armadillo, Under the Skin, Bridgeworks Battle, Joraga Treespeaker, Galewind Moose, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Biomechan Engineer, Fertile Ground, Bramble Wurm, Paradise Druid, Sakura-Tribe Elder, Grizzly Fate","Stomping Ground, Meteor Sword, Artisan of Kozilek, Unable to Scream, Bloodbraid Elf, Honest Rutstein, Pilgrim's Eye, Accorder Paladin, Wurmcoil Larva, Stampeding Scurryfoot, Isolated Chapel, Peace Strider, Earthrumbler, Sink into Stupor, Foreboding Landscape, Into the Roil, Remand, Sheltered Thicket, Third Path Iconoclast, Surrak, the Hunt Caller"
"30","1","Black","B Midrange","Humans, Creatures","19","4","17","2.43","Umbral Collar Zealot, Order of Midnight, Blood Artist, Morbid Opportunist, Timeline Culler, Priest of the Blood Rite, Joo Dee, One of Many, Mayhem Devil, Night Clubber, Triarch Praetorian, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Mishra's Factory, Curse of Disturbance, Shriekmaw, Marionette Apprentice, Eviscerator's Insight, Eden, Seat of the Sanctum, Hymn to Tourach, Reassembling Skeleton, Reanimate, Carrion Feeder, Mountain, Judith, the Scourge Diva, Accursed Marauder, Lampad of Death's Vigil, Deep-Cavern Bat, Vampire Nighthawk","Gingerbrute, Fetid Pools, Rise of the Witch-king, Treasure Keeper, Vampire Sovereign, Ashnod's Altar, Epochrasite, Sinister Starfish, Sourbread Auntie, Heirloom Blade, Ka-Zar of the Savage Land, Meat Locker // Drowned Diner, Talisman of Curiosity, Rite of the Raging Storm, Diresight, At Knifepoint, Fire Magic, Red Guardian, Super-Soldier, Disruptive Stormbrood, Pummeler for Hire"
"30","2","White","W Counters","Artifacts, Soldiers","13","10","17","2.65","Kor Skyfisher, Dewdrop Cure, Requisition Raid, Aerie Auxiliary, A.I.M. Synthoids, Rosie Cotton of South Lane, Killmonger, Scourge of Wakanda, Lita, Little Orphan Amphibian, Horizon Canopy, Sunhome Stalwart, Scattered Groves, Bonesplitter, Essence Reliquary, Porcelain Legionnaire, Surgical Suite // Hospital Room, Swords to Plowshares, Elite Scaleguard, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Grafted Wargear, Indebted Spirit, Descendant of Storms, Thraben Inspector, Ominous Cemetery, Sheltered by Ghosts, Githzerai Monk, Lush Portico, Emergency Eject, Loxodon Warhammer","Cactusfolk Sureshot, Eusocial Engineering, Imperious Perfect, Razorkin Hordecaller, Sheltering Landscape, Cliffhaven Kitesail, Trumpeting Herd, Stampeding Scurryfoot, Air Nomad Legacy, Peace Strider, The Cave of Two Lovers, Tranquil Landscape, Mask of Memory, Night Scythe, Seeker of the Way, Cogwork Librarian, Scurry Oak, Environmental Scientist"
"30","3","Black/Blue","BU Tempo","Spells","9","14","17","2.74","Ponder, Undercity Sewers, Fatal Push, Halo Forager, Sheoldred's Edict, Baleful Strix, Waker of Waves, Floodpits Drowner, Behold the Unspeakable, Canyon Crab, Talisman of Dominance, Swamp, Swamp, Swamp, Swamp, Swamp, Intimidation Campaign, Sicarian Infiltrator, Striped Riverwinder, Unnerving Grasp, Demonic Tutor, Miscalculation, Preordain, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Sink into Stupor, Shoreline Looter, Remand, Obsessive Stitcher, Moment of Truth, Watery Grave, Dismember","Dawnbringer Cleric, Everflowing Chalice, Syr Konrad, the Grim, Talisman of Creativity, Tandem Lookout, Frost Trickster, Iron-Shield Elf, Vilespawn Spider, Reflector Mage, Marauding Sphinx, Cynette, Jelly Drover, Mouth of the Storm, Argyr, Tidal Spinner, Sprout Swarm, Faerie Seer, Eldrazi Skyspawner, Sonic Screwdriver, Perilous Landscape, Cult Conscript, Weaponize the Monsters"
"30","4","Red","R Burn","Red","14","9","17","2.35","Fiery Islet, Dragon's Rage Channeler, Heartfire Immolator, Noise Marine, Rift Bolt, Irreverent Gremlin, Reckless Charge, Heartfire Hero, Embereth Shieldbreaker, Spiteful Prankster, Monstrous Rage, Sontaran General, Firebolt, Mogg War Marshal, Rally at the Hornburg, Flametongue Yearling, Chain Lightning, Samurai's Katana, Fireblast, Goblin Banneret, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Island, Voldaren Epicure, Shrine of Burning Rage, Khenra Spellspear, Pinnacle Monk","Skoa, Embermage, Agonizing Remorse, Bitter Reunion, Charging Monstrosaur, Opera Love Song, Dragon Trainer, Bloodbraid Elf, Inspiring Vantage, Nyxborn Hydra, Mishra's Bauble, Getaway Glamer, Sharae of Numbing Depths, Coastline Marauders, Meticulous Archive, Writhing Chrysalis, Elite Interceptor, Twisted Landscape, Agent 13, Sharon Carter, General Marhault Elsdragon, Sulfurous Springs, Twinmaw Stormbrood"
"30","5","Black/Green","BG Graveyard","Elves","15","8","17","3.00","Utopia Sprawl, Victor Timely, Wily Tycoon, Eternal Witness, Summon: Fenrir, Aftermath Analyst, Elvish Mystic, Honest Rutstein, Llanowar Elves, Blossom Prancer, Bitter Triumph, Underground Mortuary, Rampant Growth, Under the Skin, Overgrown Tomb, Bridgeworks Battle, Joraga Treespeaker, Timeless Witness, Hunter's Talent, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Devoted Druid, Malevolent Rumble, Spider Spawning, Bramble Wurm, Honored Hydra, Bannerhide Krushok, Sakura-Tribe Elder","Drix Interception, Circuit Mender, Deceptive Landscape, Glacier Godmaw, Unearth, Pack Guardian, Bonder's Ornament, Stormkeld Vanguard, Temur Sabertooth, Rootbound Crag, Sawblade Skinripper, Call of the Death-Dweller, Snare Thopter, Flopsie, Bumi's Buddy, Eldrazi Repurposer, Dauntless Scrapbot, Rise of the Ants, Sheltered Thicket, Power Word Kill, Hero of the Dunes"
"30","6","Blue","U Spellslinger","Spells, Humans","12","11","17","2.87","Thirst for Identity, Plumecreed Escort, Chart a Course, Faerie Conclave, Ninja of the Deep Hours, Hypnotic Sprite, Picklock Prankster, Confounding Riddle, Talrand's Invocation, Spyglass Siren, Mischievous Mystic, Hieroglyphic Illumination, Whirler Rogue, Faebloom Trick, Riftwing Cloudskate, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Faerie Vandal, Memory Lapse, Fallaji Archaeologist, Counterspell, Control Magic, Murmuring Mystic, Kasmina, Enigmatic Mentor, Slickshot Lockpicker, Echoing Truth","Prismatic Vista, Staggershock, Stomping Ground, Meteor Sword, Breeding Pool, Wayfarer's Bauble, Prismari Campus, Irrigated Farmland, Undead Gladiator, Ash Barrens, Okoye, Dora Milaje Leader, Beast Within, Mad Ratter, Balmor, Battlemage Captain, Geological Appraiser, Ghostly Flicker, Improbable Alliance, Electrostatic Infantry, Lluwen, Exchange Student, Skateboard, Thopter Squadron"
"30","7","Black","B Reanimator","Spells","9","14","17","3.61","Fell the Profane, Lively Dirge, Dance of the Dead, Artisan of Kozilek, Brawn, Amadeus Cho, Victimize, Thought-Stalker Warlock, Duress, Bane of Bala Ged, Ultimo, Civilization's End, The Eldest Reborn, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Isolated Chapel, Night's Whisper, Fell, Animate Dead, Hedge Maze, Life // Death, Unburial Rites, Gonti, Lord of Luxury, Faerie Dreamthief, Live or Die, Faller's Faithful, Hallowed Fountain, Collector's Vault, Huskburster Swarm, Exhume","Lingering Souls, Ephemerate, Prophetic Prism, Shroudstomper, Diligent Webkeepers, Blood Crypt, Lord Skitter's Butcher, Wall of Omens, Sandstone Oracle, Dragon Sniper, Pyretic Rebirth, Elas il-Kor, Sadistic Pilgrim, Codecracker Hound, Dinrova Horror, Biomechan Engineer, Archive Dragon, Spinewoods Paladin, Meteor Golem, Yahenni, Undying Partisan"
"30","8","Red/White","RW Aggro","Humans","14","9","17","2.57","Witch Enchanter, Oketra's Monument, Imodane's Recruiter, Iraxxa, Empress of Mars, Ahn-Crop Crasher, Reckless Pyrosurfer, Cathar Commando, Arabella, Abandoned Doll, Momo, Playful Pet, Adanto Vanguard, Recruitment Officer, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Hordeling Outburst, Goblin Trenches, Twinshot Sniper, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Mandibular Kite, Heroic Reinforcements, Inspiring Overseer, Path to Exile, Militia Bugler, Reprieve, Arc Trail, Sunbaked Canyon, Abrade, Mighty Mutanimals","Choco-Comet, Amethyst Dragon, Grey Knight Paragon, Rubblebelt Maverick, Curiosity, Eldrazi Ravager, Bountiful Landscape, Kitchen Finks, Blackcleave Cliffs, Atraxi Warden, Young Pyromancer, The Last Ronin's Technique, Shepherd of the Flock, Mage's Attendant, Glimmerpoint Stag, High-Speed Hoverbike, Rancor, Gary Clone, City of Brass, Brazen Collector, Silent Clearing"
"31","1","Black","B Reanimator","Spells","10","13","17","2.83","Lively Dirge, Iron-Shield Elf, Victimize, Go for the Throat, Fetid Pools, Duress, Bane of Bala Ged, Inquisition of Kozilek, The Eldest Reborn, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Sinister Starfish, Bone Shards, Shriekmaw, Striped Riverwinder, Wurmcoil Larva, Bitter Triumph, Ravenous Chupacabra, Demonic Tutor, Fell, Reanimate, Animate Dead, Life // Death, Faerie Dreamthief, Accursed Marauder, Obsessive Stitcher","Umbral Collar Zealot, Order of Midnight, Blood Artist, Morbid Opportunist, Leonardo, Leader in Blue, Timeline Culler, Lord Skitter's Butcher, Undead Gladiator, Graceful Restoration, Tolls of War, Marionette Apprentice, Colossal Skyturtle, Wreckage Wickerfolk, Call of the Death-Dweller, Flopsie, Bumi's Buddy, Indebted Spirit, Sonic Screwdriver, Insidious Roots, Meteor Golem, Faller's Faithful, Spawning Pit"
"31","2","Red/Blue","RU Spellslinger","Spells","10","13","17","2.70","Frost Trickster, Curiosity, Mulldrifter, Rimrock Knight, Reckless Charge, Consider, Embereth Shieldbreaker, Spiteful Prankster, Mishra's Factory, Young Pyromancer, Hieroglyphic Illumination, Balmor, Battlemage Captain, Chain Lightning, Faebloom Trick, Fireblast, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Sprite Dragon, Island, Island, Island, Island, Island, Island, Island, Fire Magic, Control Magic, Brimstone Volley, Highway Robbery, Kasmina, Enigmatic Mentor, Slickshot Lockpicker, Moment of Truth, Pinnacle Monk","Eternal Student, Bitter Reunion, Shroudstomper, Razorkin Hordecaller, Joo Dee, One of Many, Imperial Oath, The Last Ronin's Technique, Cynette, Jelly Drover, Mouth of the Storm, Pestermite, Meat Locker // Drowned Diner, High-Speed Hoverbike, Archive Dragon, Voldaren Epicure, Emergency Eject, Twisted Landscape, Pierce Strider, Bannerhide Krushok, Cogwork Librarian, Scout the City, Perilous Myr"
"31","3","Black/White","BW Aristocrats","Humans","14","9","17","3.00","Witch Enchanter, Lingering Souls, Syr Konrad, the Grim, Fatal Push, Cut Down, Journey to Nowhere, Spectral Procession, Prava of the Steel Legion, Touch the Spirit Realm, Swamp, Swamp, Okoye, Dora Milaje Leader, Godless Shrine, Cathar Commando, Isolated Chapel, Nurturing Pixie, Adanto Vanguard, Splitskin Doll, Elas il-Kor, Sadistic Pilgrim, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Fiend Hunter, Sheltered by Ghosts, Cloudgoat Ranger, Battle Screech, Hero of the Dunes, Militia Bugler, Reprieve, Mighty Mutanimals, Silent Clearing","Fabled Passage, Prophetic Prism, The Duke, Rebel Sentry, Thought-Stalker Warlock, Unable to Scream, Treasure Keeper, Rally the Peasants, Essence Reliquary, Untethered Express, Tax Collector, Accorder Paladin, Shepherd of the Flock, Archetype of Courage, Eviscerator's Insight, Glimmerpoint Stag, Mandibular Kite, Spider Spawning, All-Fates Stalker, Watery Grave"
"31","4","Red/Blue","RU Spellslinger","Spells","12","11","17","2.22","Fiery Islet, Hard Evidence, Amethyst Dragon, Tandem Lookout, Multiversal Passage, Kavaron Harrier, Hypnotic Sprite, Stock Up, Picklock Prankster, Prismari Campus, Inspiring Vantage, Talrand's Invocation, Mishra's Bauble, Flametongue Yearling, Argyr, Tidal Spinner, Coruscation Mage, Mountain, Mountain, Mountain, Burst Lightning, Preordain, Codecracker Hound, Island, Island, Island, Island, Island, Island, Island, Island, Island, Shoreline Looter, Into the Roil, Expressive Iteration, Ominous Cemetery, Night Scythe, Shrine of Burning Rage, Red Guardian, Super-Soldier, Harrier Strix, Echoing Truth","Everflowing Chalice, Gingerbrute, Circuit Mender, Rosie Cotton of South Lane, Kitchen Finks, Epochrasite, Sawblade Skinripper, Pyretic Rebirth, Diresight, Path to the World Tree, The Cave of Two Lovers, Mask of Memory, Elite Interceptor, Gary Clone, Skateboard, Goblin Bombardment, City of Brass"
"31","5","Green/Red","GR Stompy","Green/Red","15","8","17","3.22","Utopia Sprawl, Cactusfolk Sureshot, Avacyn's Pilgrim, Choco-Comet, Stomping Ground, Noise Marine, Bloodbraid Elf, Iraxxa, Empress of Mars, Trumpeting Herd, Wild Growth, Sontaran General, Rootbound Crag, Samurai's Katana, Bridgeworks Battle, Seismic Sense, Mountain, Mountain, Mountain, Mountain, Mountain, Galewind Moose, Flametongue Kavu, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Treetop Village, Plains, Goliath, Mass Manipulator, Writhing Chrysalis, Malevolent Rumble, Sheltered Thicket, Night Nurse, Healer of Heroes, Autarch Mammoth, Ghor-Clan Rampager, General Marhault Elsdragon, Brazen Collector","Rise of the Witch-king, Imodane's Recruiter, Kumano Faces Kakkazan, Ahn-Crop Crasher, Sheltering Landscape, Primordial Pachyderm, Monstrous Rage, Reckless Pyrosurfer, Renata, Called to the Hunt, Temur Sabertooth, Propagator Drone, Earthrumbler, Law-Rune Enforcer, Rabbit Battery, Coastline Marauders, Scurry Oak, Sulfurous Springs, Yahenni, Undying Partisan"
"31","6","Green","G Ramp","Elves","15","8","17","3.39","Prismatic Vista, Reclamation Sage, Simic Growth Chamber, A.I.M. Synthoids, Breeding Pool, Beanstalk Giant, Eusocial Engineering, Aftermath Analyst, Wall of Roots, Jewel Thief, Beast Within, Rampant Growth, Ka-Zar of the Savage Land, Talisman of Curiosity, Under the Skin, Shuri, Vibranium Technologist, Eldrazi Repurposer, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Hedge Maze, Devoted Druid, Fertile Ground, Rise of the Ants, Bramble Wurm, Honored Hydra, Fyndhorn Elves, Paradise Druid, Sakura-Tribe Elder, Grizzly Fate","Combat Thresher, Deceptive Landscape, Artisan of Kozilek, Elixir of Immortality, Eldrazi Ravager, Wayfarer's Bauble, Vilespawn Spider, Imperious Perfect, Curse of Predation, Stampeding Scurryfoot, Overgrown Tomb, Carrion Feeder, Goblin Trenches, Chainweb Aracnir, Spinewoods Paladin, Disruptive Stormbrood, Weaponize the Monsters, Surrak, the Hunt Caller"
"31","7","Blue/White","UW Control","Blue/White","15","8","17","3.13","Dawnbringer Cleric, Ponder, Chart a Course, Aerie Auxiliary, Splash Lasher, Irrigated Farmland, Ultimo, Civilization's End, Mischievous Mystic, Swamp, Sicarian Infiltrator, Porcelain Legionnaire, Daze, Soulherder, Serum Visionary, Mage's Attendant, Ghostly Flicker, Riftwing Cloudskate, Island, Island, Island, Island, Island, Island, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Shepherd of the Clouds, Grafted Wargear, Sharae of Numbing Depths, Thraben Inspector, Githzerai Monk, Path to Exile, Hallowed Fountain, Cast Out, Dismember","Requisition Raid, Elves of Deep Shadow, Horizon Canopy, Baleful Strix, Ornithopter of Paradise, Vampire Sovereign, Guarded Heir, Basalt Monolith, Marauding Sphinx, Arabella, Abandoned Doll, Mana Tithe, Reassembling Skeleton, Raven's Crime, Snare Thopter, Rhox Veteran, Charging Strifeknight, Mind Stone, Mirrorshell Crab, Tranquil Landscape, Gonti, Lord of Luxury"
"31","8","Red/Blue","RU Spellslinger","Spells, Humans","12","11","17","2.91","Thirst for Identity, Undercity Sewers, Dragon's Rage Channeler, Steam Vents, Oliphaunt, Killmonger, Scourge of Wakanda, Lose Focus, Ninja of the Deep Hours, Rift Bolt, Start the TARDIS, Brainstorm, Eddymurk Crab, Irreverent Gremlin, Sacred Foundry, Canyon Crab, Blackcleave Cliffs, Goblin Surprise, Unnerving Grasp, Mountain, Mountain, Mountain, Mountain, Mountain, Hordeling Outburst, Island, Island, Island, Island, Island, Island, Island, Island, Twinshot Sniper, Faerie Vandal, Memory Lapse, Remand, Murmuring Mystic, Agent 13, Sharon Carter, Khenra Spellspear, Arc Trail","Veteran Beastrider, Dragon Trainer, Unearth, Psychic Spiral, Pilgrim's Eye, Sourbread Auntie, Heirloom Blade, Shattered Landscape, Night's Whisper, Stormkeld Vanguard, Dragon Sniper, Goblin Banneret, Eldrazi Skyspawner, At Knifepoint, Judith, the Scourge Diva, Heroic Reinforcements, Perilous Landscape, Cult Conscript"
"32","1","Black/Green","BG Graveyard","Spells, Elves","11","12","17","3.13","Lively Dirge, Golgari Rot Farm, Iron-Shield Elf, Elves of Deep Shadow, Troll of Khazad-dûm, Victimize, Victor Timely, Wily Tycoon, Duress, Aftermath Analyst, Honest Rutstein, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Necromancy, Bitter Triumph, Underground Mortuary, Overgrown Tomb, Timeless Witness, Forest, Forest, Forest, Forest, Forest, Animate Dead, Life // Death, Insidious Roots, Spider Spawning, Bramble Wurm, Honored Hydra, Live or Die, Agent 13, Sharon Carter, Fyndhorn Elves, Tortured Existence, Dismember","Agonizing Remorse, Prophetic Prism, Elixir of Immortality, Ashnod's Altar, Night Clubber, Drown in Sorrow, Tolls of War, Primordial Pachyderm, Pack Guardian, The Last Ronin's Technique, Wreckage Wickerfolk, Reassembling Skeleton, Carrion Feeder, At Knifepoint, Bastion of Remembrance, Sonic Screwdriver, Gonti, Lord of Luxury, Cult Conscript, Environmental Scientist"
"32","2","Red/White","RW Aggro","Artifacts, Creatures","16","7","17","2.26","Oketra's Monument, Requisition Raid, Aerie Auxiliary, Multiversal Passage, Glyph Elemental, Bonesplitter, Gut, True Soul Zealot, Signal Pest, Cathar Commando, Chain Lightning, Iroh's Demonstration, Adanto Vanguard, Splitskin Doll, Greasewrench Goblin, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Flickerwisp, Twinshot Sniper, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Law-Rune Enforcer, Rabbit Battery, Dalkovan Packbeasts, Voldaren Epicure, Loxodon Warhammer, Night Scythe, Seeker of the Way, Sunbaked Canyon, Twinmaw Stormbrood","Dewdrop Cure, Amethyst Dragon, A.I.M. Synthoids, Justice, Vance Astrovik, Killmonger, Scourge of Wakanda, Noise Marine, Blood Artist, Graceful Restoration, Blackcleave Cliffs, Marauding Sphinx, Godless Shrine, Shattered Landscape, Sandstone Oracle, Shepherd of the Clouds, Indebted Spirit, Coastline Marauders, Lluwen, Exchange Student, Faller's Faithful, Pinnacle Monk, Silent Clearing"
"32","3","Red/Blue","RU Spellslinger","Spells, Humans","13","10","17","2.61","Staggershock, Faerie Conclave, Fabled Passage, Phantom Interference, Steam Vents, Heartfire Immolator, Thermo-Alchemist, Rift Bolt, Prismari Campus, Eddymurk Crab, Confounding Riddle, Mischievous Mystic, Young Pyromancer, Hieroglyphic Illumination, Firebolt, Coruscation Mage, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Sprite Dragon, Preordain, Island, Island, Island, Island, Island, Improbable Alliance, Faerie Vandal, Electrostatic Infantry, Fire Magic, Ominous Cemetery, Brimstone Volley, Murmuring Mystic, Slickshot Lockpicker, Hearth Elemental, Khenra Spellspear","Eternal Student, Frost Trickster, Charging Monstrosaur, Wayfarer's Bauble, Imperious Perfect, Floodpits Drowner, Behold the Unspeakable, Canyon Crab, Embereth Shieldbreaker, Untethered Express, Basalt Monolith, Eviscerator's Insight, Rite of the Raging Storm, Fireblast, Geological Appraiser, Foreboding Landscape, Perilous Myr"
"32","4","Green/White","GW Counters","Enchantments, Humans","14","9","17","3.30","Witch Enchanter, Simic Growth Chamber, Rosie Cotton of South Lane, Lita, Little Orphan Amphibian, Horizon Canopy, Journey to Nowhere, Wall of Roots, Ultimo, Civilization's End, Touch the Spirit Realm, Kitchen Finks, Renata, Called to the Hunt, Surgical Suite // Hospital Room, Blossom Prancer, The Aesir Escape Valhalla, Wild Growth, Beast Within, Trostani's Summoner, Shuri, Vibranium Technologist, Swords to Plowshares, Forest, Forest, Forest, Forest, Elite Scaleguard, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Hedge Maze, Goliath, Mass Manipulator, Sheltered by Ghosts, Lush Portico, Vitu-Ghazi Guildmage, Red Guardian, Super-Soldier, Cast Out","Dawnbringer Cleric, Kor Skyfisher, Opera Love Song, Diligent Webkeepers, Imperial Oath, Sheltering Landscape, Wall of Omens, Repulsive Mutation, Guarded Heir, Shepherd of the Flock, Mana Tithe, Seismic Sense, Archive Dragon, Githzerai Monk, Tranquil Landscape, Bannerhide Krushok, Hero of the Dunes, Collector's Vault"
